admin1_pc,admin2,admin2_pc,population,data_quality,n_sectors_available,n_dims_available,Food.Security_rate,Health_rate,Nutrition_rate,WASH_rate,Shelter_rate,Education_rate,Overarching.Protection_rate,CP_rate,GBV_rate,Migrants_rate,dim_basic_z,dim_living_z,dim_protection_z,dim_basic_wt,dim_living_wt,dim_protection_wt,index_comp_z_norm,index_comp_wt_norm,index_max_z_norm,index_max_wt_norm,index_geom_z_norm,index_geom_wt_norm,n_deprived_z,is_multidim_deprived_k2,af_score_k2_norm
HT08,Moron,HT0814,36686,High,10,3,0.533991168,0.529439023,0.082320231,0.568772829,0.430327645,0.119173527,0.139262934,0.139262934,0.080821022,0.000109033,0.511693623,0.296892975,-0.300818727,0.644577967,0.337827077,-0.310568049,0.299062997,0.251513973,0.209227345,0.158806252,0.380763356,0.310462583,2,TRUE,0.666666667
HT08,Chambellan,HT0815,35368,High,10,3,0.489001357,0.758821534,0.082730152,0.822494911,0.424112192,0.120985071,0.198936892,0.198936892,0.082928071,0.005287265,1.04130298,0.306927275,0.07805262,1.077650199,0.33752652,0.117392865,0.40358695,0.326194413,0.324453721,0.219597872,0.54142682,0.450749743,3,TRUE,1
HT08,Anse d'Hainault,HT0821,49099,High,10,3,0.452310638,0.811706959,0.082628974,0.83406994,0.552516345,0.120796758,0.132548524,0.132548524,0.080979246,0.013014522,1.050651026,0.663026443,-0.310607428,1.079647031,0.77711746,-0.348682351,0.400945406,0.324069789,0.326487562,0.219878173,0.402061473,0.319258834,2,TRUE,0.666666667
HT08,Dame Marie,HT0822,41207,High,10,3,0.563399422,0.331739753,0.081078458,0.297400927,0.289659524,0.116849079,0.113864149,0.113864149,0.081078458,0.004538064,-0.029804636,-0.131508612,-0.441619197,0.087994478,-0.131508612,-0.49853995,0.172668995,0.146192155,0.091414318,0.080676996,0.30592131,0.2403943,0,FALSE,0
HT08,Les Irois,HT0823,24756,High,10,3,0.565721441,0.32198255,0.079899822,0.289343997,0.605913718,0.123687187,0.084504767,0.084504767,0.077678139,0.003352723,-0.053658473,0.856029827,-0.635490216,0.066626524,0.856029827,-0.69382779,0.260271221,0.213076872,0.284144097,0.18848837,0.269748674,0.212256755,1,FALSE,0
HT08,Corail,HT0831,28292,High,10,3,0.425950799,0.882051463,0.084546868,1,0.732574579,0.121871907,0.282482681,0.282482681,0.081330411,0.002933692,1.294230652,1.182639099,0.565962605,1.396198374,1.409132693,0.754007585,0.587544904,0.502044624,0.379482845,0.266129041,0.787270707,0.679600396,3,TRUE,1
HT08,Roseaux,HT0832,41589,High,10,3,0.530524898,0.506047272,0.082161148,0.49106735,0.037389694,0.117771526,0.166245882,0.166245882,0.080021159,9.62E-05,0.380093896,-0.822761374,-0.142789905,0.496127506,-1.030418528,-0.12671865,0.174657599,0.135871115,0.180595374,0.137967826,0.198578982,0.118395824,1,FALSE,0
HT08,Beaumont,HT0833,35380,High,10,3,0.58343697,0.435274166,0.081741097,0.387083098,0.569954777,0.112832109,0.174759751,0.174759751,0.081854155,0.0022329,0.272331913,0.591266761,-0.078639652,0.447299075,0.744416969,-0.058317955,0.330606428,0.291560773,0.226539963,0.172820946,0.44996551,0.376502251,2,TRUE,0.666666667
HT08,Pestel,HT0834,48575,High,10,3,0.575645908,0.375316521,0.083314462,0.374801853,0.498630983,0.114153371,0.179166238,0.179166238,0.078908904,0.001626351,0.160138921,0.411875279,-0.066853753,0.281411102,0.411875279,-0.038491426,0.298766281,0.25003534,0.187510006,0.126141094,0.443240645,0.368849709,2,TRUE,0.666666667
HT09,Port-de-Paix,HT0911,210942,High,10,3,0.65557357,0.263963554,0.090413479,0.151283291,0.287775787,0.135150895,0.218007794,0.111803244,0.218007794,0.038678879,-0.049438629,0.140138722,0.48772075,0.135683622,0.140138722,0.421411249,0.30710307,0.253717478,0.2040116,0.127479686,0.448957766,0.407519396,2,TRUE,0.666666667
HT09,La Tortue,HT0912,40156,High,10,3,0.632682538,0.242205399,0.084072119,0.153426636,0,0.140203207,0.139207092,0.139207092,0.08036159,0.018951091,-0.158885887,-0.587883055,-0.259815322,0.041742892,-0.011982214,-0.256653929,0.12673476,0.173536711,0.063330288,0.074184525,0.252844007,0.299165805,0,FALSE,0
HT09,Bassin Bleu,HT0913,65669,High,10,3,0.631515631,0.258767455,0.083113798,0.282172715,0.327384306,0.138726035,0.215626856,0.10096088,0.215626856,0.002619196,0.005589361,0.304955877,0.348838008,0.119367068,0.304955877,0.363722622,0.316316322,0.261596671,0.173795074,0.119381764,0.46403778,0.418069699,3,TRUE,1
HT09,Chamsolme,HT0914,31537,High,10,3,0.629260868,0.237911025,0.079493928,0.396898881,0,0.142245616,0.089133399,0.089133399,0.082157466,0.003075752,0.084332841,-0.556980655,-0.588301012,0.105334913,0.032164073,-0.647686002,0.120548254,0.148957064,0.116247051,0.083111123,0.234658358,0.20966348,1,FALSE,0
HT09,Saint-Louis du Nord,HT0921,120555,High,10,3,0.63084899,0.292281531,0.082974576,0.290124839,0.467446394,0.13549832,0.218705155,0.091800423,0.218705155,0.012400979,0.061846079,0.647657048,0.358957911,0.169003362,0.647657048,0.379734463,0.362868015,0.297026614,0.23880872,0.159238472,0.523194845,0.449845139,3,TRUE,1
HT09,Anse-a-Foleur,HT0922,31659,High,10,3,0.623866831,0.292712973,0.078397928,1,0.24422755,0.143182034,0.214946777,0.073154553,0.214946777,0.021289365,0.837110063,0.139915557,0.285721619,0.431675259,0.139915557,0.29153042,0.384977138,0.268110523,0.28002775,0.128920475,0.552606415,0.424893484,3,TRUE,1
HT09,Mole Saint Nicolas,HT0931,36005,High,10,3,0.614747952,0.290293015,0.077628107,0.204416053,0.56386613,0.142008054,0.102957923,0.102957923,0.079377864,0.005360367,-0.099304502,1.015689063,-0.512691735,0.173206012,1.015689063,-0.535355139,0.287219603,0.24992645,0.318880936,0.210900205,0.307837205,0.256601448,1,FALSE,0
HT09,Baie de Henne,HT0932,28588,High,10,3,0.6237932,0.256716105,0.079054149,0.930460333,0,0.147439485,0.10556877,0.10556877,0.079648804,0.003008255,0.707571267,-0.478395497,-0.501252869,0.332787486,0.144428584,-0.542399341,0.210319233,0.187567285,0.251844173,0.115039308,0.270052495,0.242858037,1,FALSE,0
HT09,Bombardopolis,HT0933,37868,High,10,3,0.621897116,0.264920249,0.079169748,0.14199324,0.455212845,0.143762544,0.093852329,0.093852329,0.079829936,0.004647724,-0.18502084,0.738499432,-0.566853858,0.030810712,0.738499432,-0.620035067,0.239758641,0.206174509,0.258573171,0.171990284,0.282482485,0.227614855,1,FALSE,0
HT09,Jean Rabel,HT0934,156750,High,10,3,0.618896332,0.278169059,0.084944179,0.117614035,0.344012759,0.137180223,0.135330144,0.135330144,0.080676236,0.007521531,-0.173403736,0.328051315,-0.307955236,0.015070967,0.328051315,-0.325803297,0.223834801,0.194725495,0.169272542,0.114374478,0.350873837,0.290817401,1,FALSE,0
HT10,Miragoane,HT1011,70617,High,10,3,0.833142161,0.431397539,0.093122053,0.483991107,0.376368297,0.064134698,0.154991008,0.154991008,0.081099452,0.013127151,0.98239266,-0.686705962,-0.175361982,1.188386936,-0.488406458,-0.179154425,0.254973255,0.238411688,0.311636684,0.235142312,0.25031748,0.256131912,1,FALSE,0
HT10,Petite Riviere de Nippes,HT1012,34943,High,10,3,0.534127007,0.580430988,0.080931803,0.576252754,0.518215379,0.075351286,0.169361532,0.169361532,0.080874567,0.009043299,0.589128688,-0.120467264,-0.099687643,0.683286767,0.130174496,-0.087413617,0.283268691,0.256217496,0.226074785,0.16423992,0.406748517,0.356480799,1,FALSE,0
HT10,Fonds des Negres,HT1013,38319,High,10,3,0.569795663,0.450585871,0.08371826,0.395260837,0.457371017,0.066624912,0.153396487,0.153396487,0.083248519,0.001957254,0.283128479,-0.422588403,-0.200999547,0.414533318,-0.18072847,-0.202371521,0.202537547,0.195950109,0.159498743,0.12651421,0.315905661,0.305050802,1,FALSE,0
HT10,Paillant,HT1014,19644,High,10,3,0.576715537,0.432702097,0.083078803,0.386224801,0.092343718,0.064854408,0.240175117,0.240175117,0.084198738,0.007686825,0.258865172,-1.469795279,0.336327675,0.407095593,-1.457234608,0.410559177,0.141753854,0.137730449,0.171073218,0.125956348,0,0.019925196,2,TRUE,0.666666667
HT10,Anse-a-Veau,HT1021,37907,High,10,3,0.590629699,0.367003456,0.077901179,0.530218693,0.395705279,0.068430633,0.153085182,0.153085182,0.080433693,0.010895085,0.333700435,-0.567651161,-0.194907619,0.372283,-0.567651161,-0.198237259,0.192478049,0.159072127,0.170501613,0.120583409,0.274347633,0.226850752,1,FALSE,0
HT10,Petit Trou de Nippes,HT1022,33793,High,10,3,0.580090551,0.418489036,0.08046045,0.465510609,0.44387891,0.06448081,0.13020448,0.13020448,0.078063504,0.004882668,0.323956546,-0.492746083,-0.35646289,0.414600768,-0.252103588,-0.374173465,0.181508723,0.174856993,0.168381649,0.126523678,0.28542515,0.26792269,1,FALSE,0
HT10,L'Asile,HT1023,45890,High,10,3,0.585029418,0.398539987,0.082763129,0.390477228,0.460230987,0.075005448,0.112791458,0.112791458,0.0808455,0.001961212,0.23042524,-0.287792866,-0.455025976,0.346848012,-0.287792866,-0.490331728,0.182972014,0.155803634,0.148032172,0.117013025,0.299704766,0.240060253,1,FALSE,0
HT10,Arnaud,HT1024,23479,High,10,3,0.576770731,0.428212445,0.095659951,0.430043869,0.596192342,0.06908301,0.169853912,0.169853912,0.07994378,0.003194344,0.360481345,0.002672728,-0.114386322,0.401281289,0.325504334,-0.096845937,0.269589645,0.247878803,0.176328299,0.124653984,0.418152815,0.356320732,2,TRUE,0.666666667
HT10,Plaisance du Sud,HT1025,32168,High,10,3,0.55362472,0.509419299,0.082442179,0.461763243,0.466301915,0.058598607,0.113187018,0.113187018,0.078867197,0.004787366,0.403976795,-0.519063411,-0.455023188,0.526577959,0.02387596,-0.489319368,0.176404102,0.198527101,0.185791544,0.142242245,0.268892421,0.255812234,1,FALSE,0
HT10,Baraderes,HT1031,45622,High,10,3,0.590942966,0.383411512,0.078339398,0.557998334,0.290451975,0.070141598,0.095085704,0.095085704,0.078339398,0.006773048,0.39228916,-0.835994817,-0.561257639,0.426807213,-0.835994817,-0.612814826,0.126919221,0.104550007,0.183248681,0.128237133,0.174758236,0.14642975,1,FALSE,0
HT10,Grand-Boucan,HT1032,6460,High,10,3,0.666099071,0.41996904,0.081114551,0.364551084,0.578637771,0.073684211,0.095356037,0.095356037,0.079566563,0.03498452,0.404096804,0.023217522,-0.489151814,0.699129274,0.023217522,-0.559683747,0.234243802,0.2073361,0.185817654,0.166463779,0.309514761,0.24148733,2,TRUE,0.666666667
