OID_,admin0Name_en,admin0Name_fr,admin0Name_ht,admin0Pcode,admin0RefName,admin0AltName1_en,admin0AltName2_en,admin0AltName1_fr,admin0AltName2_fr,admin0AltName1_ht,admin0AltName2_ht,date,validOn,validTo,Shape_Length,Shape_Area
1,Haiti,Haïti,Ayiti,HT,,,,,,,,9/6/2017 0:00:00,11/29/2018 0:00:00,,2296407.530792744830251,26963930190.105072021484375
